priref,Object Number,Object Name,Scientific Name,Description,Collector Name,Collection Place,OS Grid Ref,Stratigraphy Unit,Stratigraphy Type,Image URL,Latitude,Longitude
655625,G.04698.001,Brachiopod,Kirkidium knightii,Fossilised remains  of the Silurian brachiopod Kirkidium knightii found at Haye Park near Ludlow,"Bayliss, Mr. J.",Haye Park,unknown,Silurian; Upper Bringewood Formation; Aymestry Limestone Member,Chronostratigraphy; Lithostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.04698.001.jpg,null,null
654059,G.04699,Brachiopod,Kirkidium knightii,"Fossilised shell remains of the Silurian brachiopod, Kirkidium knightii, found in the Leintwardine district.","Tonks, Mr",Leintwardine district,unknown,Silurian Period; Upper Bringewood Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.04699a.jpg,null,null
54537,G.04740.001,Brachiopod,Sowerbyella sericea,"Fossilised shell fragments of Ordovician brachiopod Sowerbyella sericea found at Pont Derwlwyn, Llanfyllin, Montgomeryshire. Counterpart to G.04740.002","Lello, A.C.N.",Afon Cain; Pont Derwlwyn; montgomeryshire,SJ140190,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.04740.001.jpg,52.76141324464807,-3.2746075078746766
655482,G.04765,Brachiopod,Strophonella euglypha,"Fossilised shell remains of the Silurian brachiopod Strophonella euglypha found at Wrens Nest, Dudley.","Smith, R.",Wren's Nest,unknown,Silurian; Much Wenlock Limestone Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.04765.jpg,null,null
655483,G.04769,Brachiopod,Strophonella euglypha,Fossilised shell remains of the Silurian brachiopod Strophonella euglypha.,Bibbs,Unknown,unknown,Silurian Period; Much Wenlock Limestone Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.04769.jpg,null,null
54954,G.04788,Brachiopod,Kjaerina typa,Internal mould of a single valve of the Ordovician brachiopod Kjaerina typa. Found at Acton Scott.,"Beesly, Mrs",Acton Scott Village,unknown,Ordovician Period; Caradoc Series; Longvillian Substage,Chronostratigraphy; Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.04788.jpg,null,null
54606,G.04864,Brachiopod,Dalmanella sp.; Brongniartella sp.,Fossilised shell fragments of Ordovician brachiopods Dalmanella sp. and Brongniartella sp. found at Marshbrook Shropshire.,"Baker, H.",Marshbrook,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.04864.jpg,null,null
52191,G.04875,Trilobite,Platycalymene duplicata,Fossilised remains of pygidium of the Ordovician trilobite Platycalymene duplicata.,"Gates, T. & S.",Site unknown,unknown,Ordovician Period,Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.04875.jpg,null,null
52850,G.04897.001,Trilobite,Trinucleus fimbriatus; Platycalymene duplicata,Fossilised remains of cephalon from the Ordovician trilobite Trinucleus fimbriatus (a) and pygidium from the trilobite Platycalymene duplicata (b). Counterpart to trilobite specimen G.04897.002.,"Gates, T. & S.",Unknown,unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.04897.001.jpg,null,null
52851,G.04897.002,Trilobite,Trinucleus fimbriatus; Platycalymene duplicata,Fossilised remains of cephalon from the Ordovician trilobite Trinucleus fimbriatus (a) and pygidium from trilobite Platycalymene duplicata (b). Counterpart to trilobite specimen G.04897.001.,"Gates, T. & S.",Unknown,unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.04897.002.jpg,null,null
57132,G.04910,Gastropod,Poleumita sp.,"Fossilised remains of the Silurian gastropod Poleumita sp.found at Mary Knoll, Whitcliffe, Ludlow.",unknown,"Mary Knoll, Whitcliffe",SO480720,Silurian Period; Lower Bringewood Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.04910.jpg,52.34322279245731,-2.76338994087265
55984,G.04919,Graptolite,Monograptus priodon,"Fossil of Silurian graptolite, Monograptus priodon, preserved in fine-grained mudstone. Found near Burrington.","Baker, H.; Norton, W.J.",Sunken Road,SO440710,Silurian Period; Wenlock Series; Coalbrookdale Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.04919.jpg,52.333838556771404,-2.8219392088560706
76288,G.04920,Stromatoporoid,Stromatoporoidea,Fossilised remains of a Silurian stromatoporoid found in the Ludlow district.,unknown,Ludlow district,unknown,Silurian Period; Middle Elton Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.04920.jpg,null,null
49249,G.05000.001,Crinoid,Iocrinus shelvensis; Crinoid,"Fossilised remains of the Ordovician crinoid Iocrinus shelvensis. Includes upper part of stem, calyx and arms. Found near Meadowtown, Shropshire.","Norton, W.J.",Meadowtown,SJ310010,Ordovician Period; Llanvirn Series; Weston Flags Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05000.001.jpg,52.602045653809974,-3.0189263137064293
49110,G.05229,Cephalopod,Orthoceras sp.,Fossilised fragment of phragmocone of the Silurian cephalopod Orthoceras sp. found in the Onny Valley.,"Wood, B.",River Onny Valley,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05229.jpg,null,null
53151,G.05584,Trilobite,Cnemidopyge nuda; ; Ogygiocarella debuchi,"Fossilised remains of the Ordovician trilobites Cnemidopyge nuda, Ogygiocarella debuchi and Cnemidopyge bisecta found by Mrs. Daly at Landrindod Wells.","Daly, Mrs",Llandrindod Wells,unknown,Ordovician Period; Llanvirn Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05584.jpg,null,null
47869,G.05621,Trilobite,Elrathia kingi,Complete specimen of the Ordovician trilobite Elrathia kingi.,"Johnson, J. K.",Antelope Springs,unknown,Ordovician Period; St. David's Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05621.jpg,null,null
47961,G.05623,Trilobite,Olenus sp.,Assemblage of Upper Cambrian trilobites showing post burial deformation. Found nr Trawsfynydd.,"Millington, S",Trawsfynydd,SH780330,Cambrian Period; Merioneth Series; Maentwrogian stage,Chronostratigraphy; Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05623a.jpg,52.88028691703296,-3.8131469675370404
47957,G.05626,Trilobite,Parabolina spinulosa,Fossilised remains of the Upper Cambrian trilobite Parabolina spinulosa found in North Wales.,"Millington, S",North Wales,unknown,Cambrian Period; Merioneth Series; Dolgellau beds,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05626.jpg,null,null
51287,G.05634,Trilobite,Olenus gibbosus,Fossilised remains of the Cambrian trilobite Olenus gibbosus found in North Wales.,"Millington, S",North Wales,SH780300,Cambrian Period; Merioneth Series; Dolgellau beds,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05634a.jpg,52.853329165978074,-3.812023062338219
53569,G.05709,Trilobite,Ogygiocarella debuchi,Fossilised remains of pygidium of the Ordovician trilobite Ogygiocarella debuchi found by the Birmingham University Extra Mural Department at Hillside.,Birmingham University Extra Mural Department,Hillside,unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05709.jpg,null,null
53786,G.05727,Trilobite,Ogygiocarella debuchii,Fossilised remains of the Ordovician trilobite Ogygiocarella debuchii found at Meadowtown.,"Stephenson, M.",Meadowtown,unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05727.jpg,null,null
53717,G.05731,Trilobite,Ogygiocarella debuchi,Fossilsed remains of the Ordovician trilobite Ogygiocarella debuchi found at Meadowtown.,"Burnett, C.",Meadowtown,unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05731.jpg,null,null
53773,G.05746,Trilobite,Ogygiocarella debuchii,Fossilised remains of the Ordovician trilobite Ogygiocarella debuchii found at Hillside.,Birmingham University Extra Mural Department,Hillside,unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05746.jpg,null,null
53680,G.05797,Trilobite,Ogygiocarella debuchi,"Fossilised remains of two specimens of the Ordovician trilobite Ogygiocarella debuchi found by Shephard, H.H. at Meadowtown.","Shephard, H. H.",Meadowtown,unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05797.jpg,null,null
54092,G.05895,Trilobite,unknown,Fossilised remains of pygidium of the Ordovician trilobite Ogyginus sp. found by Birmingham University Extra Mural Department at Meadowtown Quarry.,Birmingham University Extra Mural Department,Meadowtown Quarry,SJ310010,Ordovician Period; Llandeilian Stage; Meadowtown Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05895.jpg,52.602045653809974,-3.0189263137064293
53264,G.05900,Trilobite,Onnia superba,"Cephalon and other fragmentary remains of the Ordovician trilobite Onnia superba. Found near Craven Arms, Shropshire.","Stewart, N.F.; Stace, H.E.",Wistanstow,SO420850,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05900.jpg,52.45949265582464,-2.8537162891057855
52084,G.05968,Trilobite,Flexiycalymene caractaci,"Fossilised remains of cephalon of the Ordovician trilobite Flexiycalymene caractaci found by Wood, B. at Marshbrook, Shropshire.","Wood, B.",Marshbrook,unknown,Ordovician Period; Caradoc Series; Cheney Longville Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.05968.jpg,null,null
53756,G.06061,Trilobite,Ogygiocarella debuchi,Fossilised remains of pygidium of the Ordovician trilobite Ogygiocarella debuchi found at Hillside.,"Shephard, H. H.",Hillside,unknown,Ordovician Period; Llandeilian Stage,Biostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06061.jpg,null,null
53761,G.06067,Trilobite,Ogygiocarella debuchi,Fossilised remains of the Ordovician trilobite Ogygiocarella debuchi,"Shephard, H. H.",Hillside,unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06067.jpg,null,null
51990,G.06077,Trilobite,Geragnostus callavei,"Fossilised remains of cephalon and pygidium of the Ordovician Agnostid trilobite, Geragnostus callavei, found at Hillside.","Shephard, H. H.",Hillside,unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06077.jpg,null,null
50805,G.06080,Trilobite,Ogyginus corndensis,Fossilised remains of the Ordovician trilobite Ogyginus corndensis found at Meadowtown.,unknown,Meadowtown Quarry,SJ310010,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06080c.jpg,52.602045653809974,-3.0189263137064293
655626,G.06242.001,Brachiopod,Lingula lewisi,Fossilised remains of the Silurian brachiopod Lingula lewisi.,"Norton, W.J.",Unknown,unknown,Silurian Period; Upper Bringewood Beds,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06242.001.jpg,null,null
655627,G.06242.002,Brachiopod,Lingula lewisi,Fossilised remains of the Silurian brachiopod Lingula lewisi.,"Norton, W.J.",Unknown,unknown,Silurian Period; Upper Bringewood Beds,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06242.002.jpg,null,null
72627,G.06333.001,Eurypterid,Pterygotus sp.,Fossilised fragments of a swimming paddle of the Silurian eurypterid Pterygotus sp. found at Meadowley Wood.,"Tarrant, P and M",Meadowley Wood,unknown,Silurian Period,Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06333.001.jpg,null,null
655351,G.06333.002,Eurypterid,Pterygotus sp.,Fossilised fragments of a swimming paddle of the Silurian eurypterid Pterygotus sp. found at Meadowley Wood.,"Tarrant, P and M",Meadowley Wood,unknown,Silurian Period,Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06333.002.jpg,null,null
72947,G.06388,Eurypterid,Eurypterid,Possible fragment of a Silurian eurypterid from Burrington.,"Wood, B.",Burrington,SO440710,Silurian Period; Wenlock Series; Coalbrookdale Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06388.jpg,52.333838556771404,-2.8219392088560706
50813,G.06411,Eurypterid,Pterygotus sp.,Coxal segment with gnathobase of a prosomal appendage of a Pterygotus sp. eurypterid.,"Salwey, H.",Church Hill,unknown,Silurian Period; Ludlow Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06411a.jpg,null,null
72347,G.06415,Eurypterid,Pterygotus sp.,Endognath of Silurian eurypterid Pterygotus sp. Found on bank of River Teme at Ludford..,unknown,Ludford,SO510740,Silurian Period; Pridoli Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06415a.jpg,52.36148008539213,-2.719644081867656
52429,G.06433,Phyllocarid,Ceratiocaris papilio,"Abdomen of Silurian Phyllocarid, Ceratiocaris papilio.","Zalasiewicz, J.",Logan Water,unknown,Silurian Period; Llandovery Series; Patrick Burn Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06433a.jpg,null,null
73696,G.06440,Phyllocarid,Ceratiocaris sp.,"Part of Silurian phyllocarid, ceratiocaris sp.",unknown,Unknown,unknown,Silurian Period,Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06440.jpg,null,null
73700,G.06442,Phyllocarid,Ceratiocaris sp.,"Fossilised remains of the Silurian phyllocarid, Ceratiocaris sp. found below Ludlow Castle, Ludlow.","Darlingwater, J.E.","Dinham, Ludlow",unknown,Silurian Period; Whitcliffe Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06442.jpg,null,null
655159,G.06502,Gastropod,Bellerophon perturbatus,"Numerous fossilised shells and moulds of the Ordovician gastropod Bellerophon perturbatus. Found near Vennington, Shrosphire.","Shuker, B.",Vennington,SO330090,Ordovician Period; Llanvirn Series; Mytton Flags Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06502.jpg,51.775203567941766,-2.9712047687460865
54238,G.06504,Gastropod,Bellerophon perturbatus,"Fossilised shell remains of the  Ordovician gastropod Bellerophon perturbatus found at Shelve, Shropshire.","Shuker, B.","Shelve, Shropshire",unknown,Ordovician Period; Llanvirn Series; Mytton Flags Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06504a.jpg,null,null
54256,G.06525,Gastropod,Bellerophon perturbatus,External moulds of the fossil Ordovician gastropod Bellerophon perturbatus.,"Shuker, B.",Unknown,unknown,Ordovician Period; Llanvirn Series; Mytton Flags Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06525.jpg,null,null
56739,G.06543,Gastropod,Platyschisma helicites,"Fossilised shell fragments of the Ordovician gastropod Platyschisma helicities found at Shelve, Shropshire.","Shuker, B.",shelve; Shropshire,unknown,Ordovician Period; Llanvirn Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06543.jpg,null,null
50926,G.06544,Gastropod,Bellerophon perturbatus,Fossilised shell remains of the Silurian gastropod Bellerophon perturbatus.,"Shuker, B.",Unknown,unknown,Silurian Period; Mytton Flags Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06544.jpg,null,null
54262,G.06549,Gastropod,Bellerophon perturbatus,"Fossilised shell fragments of the Ordovician gastropod Bellerophon perturbatus found at Shelve, Shropshire.","Shuker, B.","Shelve, Shropshire",unknown,Ordovician Period; Llanvirn Series; Mytton Flags Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06549.jpg,null,null
47857,G.06755,Trilobite,Elrathia kingi,Fossilised remains of the Cambrian trilobite Elrathia kingi found at Antelope Springs in the United States of America.,"Smith, R.",Antelope Springs,unknown,Cambrian Period; St. David's Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06755.jpg,null,null
47863,G.06756,Trilobite,Asaphiscus wheeleri,"Fossilized remains of the Cambrian trilobite Asaphiscus wheelerii. Found at Antelope Springs, USA.","Smith, R.",Antelope Springs,unknown,Cambrian Period; St. David's Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06756.jpg,null,null
53533,G.06796,Trilobite,Cnemidopyge nuda; Ogygiocarella debuchi,"Slab containing the fossilised remains of the Ordovician trilobites, Cnemidopyge nuda and Ogygiocarella debuchi. Found nr Pen-y-bont, Radnorshire.","Woodhall, J.","Neuadd Farm, Pen-y-bont",unknown,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06796a.jpg,null,null
55086,G.06843,BIVALVE,Modiolopsis orbicularis,"Fossilised fragments of the Ordovician bivalve Modiolopsis orbicularis found at Wistanstow, Shropshire.","Smith, R.","Wistanstow, Shropshire",unknown,Ordovician Period; Caradoc Series; Alternata Limestone,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.06843a.jpg,null,null
52989,G.07003,CORAL,Favosites sp.,Fossilised colony of the Silurian coral Favosites sp. Found at Elton near Ludlow.,"Bell, P.; Moore, R.G.",Elton Quarry,unknown,Silurian Period; Wenlock Series; Much Wenlock Limestone Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07003.jpg,null,null
70806,G.07004,Bryozoan,Ptilodictya lanceolata,"Fossilised remains of the Silurian bryozoan, Ptilodictya lanceolata. Found in Mortimer Forest.",Geologist's Association,Mortimer Forest,SO480730,Silurian Period; Ludlow Series; Lower Leintwardine Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07004.jpg,52.352213202776106,-2.7635448287535596
50692,G.07022,Graptolite,Pristiograptus tumescens,"Fossilised fragments of the Silurian graptolite Pristiograptus tumescens. Found at Gorsty, near Ludlow","Norton, M.",Gorsty,SO470730,Silurian Period; Wenlock Series; Upper Elton Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07022a.jpg,52.35211742236748,-2.778226927123128
53531,G.07124,Trilobite,Ogygiocarella debuchii; Lloydolithus lloydi,"Small slab containing the remains of Ordovician trilobites. A near complete example of Ogygiocarella debuchi and the cephalon of Lloydolithus lloydi. Found near Betton, Shropshire.","Shuker, B.","Lower Farm, Betton",unknown,Ordovician Period; Llandeilian Stage; Rorrington Shale Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07124a.jpg,null,null
50808,G.07125,Trilobite,Ogygiocarella debuchi,"Fossilised remains of the Ordovician trilobite Ogygiocarella debuchi found by Shuker, B. at Lower Farm, Betton.","Shuker, B.","Lower Farm, Betton",unknown,Ordovician Period; Llandeilian Stage; Rorrington Shale Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07125.jpg,null,null
53435,G.07424,Trilobite,Broeggerolithus transiens,Medium-grained sandstone containing the fragmentary remains of the Ordovician trilobite Broeggerolithus transiens. The most complete piece being a cephalon with genal spine. The specimen also contains fragments of bryozoan and tentaculities. Found at Woolston.,"Wood, B.",Woolston,SO420870,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07424.jpg,52.47747270744058,-2.8540642629189437
53436,G.07425,Trilobite,Broeggerolithus transiens,Fossilised cephalon of the Ordovician trilobite Broeggerolithus transiens. Found at Woolston.,"Wood, B.",Woolston,SO420870,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07425.jpg,52.47747270744058,-2.8540642629189437
53441,G.07432,Trilobite,Broeggerolithus sp.,Fossilised remains of the cephalon of the Ordovician trilobite Broeggerolithus sp. Found at Woolston.,"Wood, B.",Woolston,SO420870,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07432.jpg,52.47747270744058,-2.8540642629189437
54978,G.07468,Brachiopod,Kjerulfina polycyma; Hedstroemina fragilis; Horderleyella cf plicata; Rhactorthis sp.; BRYOZOA; Brongniartella sp.,"Fossilised assemblage of Ordovician brachiopods, bryozoans, and trilobite fragments in a fine-grained sandy matrix. Found at Plaish.","Dolamore, L.",Plaish,unknown,Ordovician Period; Caradoc Series; Acton Scott Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07468.jpg,null,null
55286,G.07472,Cricoconarida,Tentaculites anglicus; Cricoconarida,Fossilised remains of the Ordovician cricoconarida Tentaculites anglicus found at Wistanstow.,unknown,"Wistanstow,",unknown,Ordovician Period; Caradoc Series; Cheney Longville Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07472.jpg,null,null
56246,G.07520,Graptolite,Pristiograptus sp.,"Fossilised fragment of a Silurian graptolite, Pristiograptus sp. Found at Aston Rogers.",Shropshire Geological Society,Aston Rogers,SJ340060,Silurian Period; Ludlow Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07520.jpg,52.64736583805808,-2.9756313695164716
71197,G.07543.001,Crinoid,Eutaxocrinus maccoyanus,"Fossilised remains ofd the Silurian crinoid Eutaxocrinus maccoyanus found at Church Hill, Leintwardine.","Smith, R.",Church Hill,SO400700,Silurian; Lower Leintwardine Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07543.001a.jpg,52.324425406822506,-2.880463359999887
70964,G.07544,Crinoid,Crotalocrinites rugosus,"Fossilised remains of Silurian crinoid, Crotalocrinites rugosus found at Farley Quarry, Much Wenlock.","Whitbread, K.",Farley Quarry,unknown,Silurian Period; Much Wenlock Limestone Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07544.jpg,null,null
72019,G.07551,Starfish,Lapworthura miltoni,Fossilsied remains of the ophiuroiod starfish Lapworthura miltoni. Found at Church Hill near Leintwardine.,"Bowater, R.",Church Hill,SO410730,Silurian Period; Ludlow Series; Leintwardine Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07551a.jpg,52.35150443748294,-2.8663177154317503
51031,G.07642,Crinoid,Glyptocrinus sp.,Fossilised remains of Silurian crinoid Glyptocrinus sp. found at Ticklerton Brook. Stem broken into 4 parts.,"Shulver, I.",Ticklerton Brook,SO480900,Silurian Period; Llandovery Series; Pentamerus Beds,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07642.jpg,52.50504803175807,-2.766190457837854
55105,G.07825,Crinoid,Glyptocrinus sp.,Fossilised remains of the Ordovician crinoid Glyptocrinus sp. found at Marshbrook.,"Wood, B.",Marshbrook,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07825.jpg,null,null
53523,G.07860,Trilobite,Brongniartella sp.,"Fossilised remains comprising the pygidium of the Ordovician trilobite Broniartella sp. Found at Marshbrook, Shropshire.","Wood, B.",Marshbrook,unknown,Ordovician Period; Caradoc Series,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07860.jpg,null,null
47853,G.07861,Trilobite,Ogygiocarella debuchi,Fossilised remains of the Ordovician trilobite Ogygiocarella debuchi found at Meadowtown Quarry.,unknown,Meadowtown Quarry,SJ310010,Ordovician Period; Llandeilian Stage,Chronostratigraphy; Chronostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07861.jpg,52.602045653809974,-3.0189263137064293
50815,G.07866,Phyllocarid,Ceratiocaris sp.,"Silurian fossil phyllocarid, Ceratocaris sp.","Smith, R.",Brandon Hill,unknown,Silurian Period; Ludlow Series; Lower Leintwardine Formation,Chronostratigraphy; Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.07866a.jpg,null,null
55564,G.08455,Graptolite,Pristiograptus sp.,Fossilised remains of the Silurian graptolite Pristiograptus sp. found in Mortimer Forest.,unknown,Mortimer Forest,SO490740,Silurian Period; Middle Elton Formation,Chronostratigraphy; Lithostratigraphy,https://github.com/NaturalHistoryMuseum/LudlowMuseumImgs/raw/master/G.08455.jpg,52.36129758577947,-2.749014639046723
